1M,2M,3M,4M,5M,6M,7M,8M,9M,10M,11M,12M
4231.970488999999,2744.7409129999996,1978.8469969999999,1335.2146539999999,963.010525,2713.959843,4703.382922000001,6295.035774,1220.206177,1396.31071,1990.4160140000001,3605.194172
1394.33603,912.460401,627.8205640000001,394.54010099999994,259.800206,713.429531,1198.112284,1546.4697769999998,308.52175400000004,363.677635,666.993424,1208.973568
5028.8528559999995,3290.247733,2348.908832,1554.449849,1033.169582,2840.6989890000004,5022.113094,6657.2750590000005,1244.5462350000003,1550.211415,2385.10851,4314.498221
1140.96776,757.088125,528.668756,337.912362,220.86456500000003,555.204593,1012.002235,1326.441695,287.303992,305.123594,538.988402,979.129978
5111.015256999999,3339.555545,2372.2236789999997,1565.617605,1050.6119760000001,2977.282496,5208.718669,6898.607663000001,1395.731788,1570.849441,2426.311068,4410.604447000001
6598.589185,4252.092906999999,2997.626142,2024.8955480000002,1623.219314,4635.827713,7979.912971,10728.526862,2575.030646,2186.1213780000003,3102.995048,5694.655677
1523.8822859999998,998.758403,675.359731,402.51456399999995,279.359278,787.918266,1326.95898,1715.9731239999999,352.409175,381.00246799999996,730.1127949999999,1325.8594990000001
7671.4466,5102.4540719999995,3316.728819000001,1905.269384,1416.600585,4024.8111160000003,7057.718368,8976.908529,1790.683968,1782.2751489999998,3610.807929,6601.433035
1918.997272,1229.777723,838.31206,526.216309,429.72449600000004,1230.5517499999999,1984.410853,2629.775256,603.290964,528.054486,919.536727,1682.330567
6662.198151,4182.294162,2789.32538,1842.571044,1753.6891,4908.486557,7978.090399,10533.081073,2689.237437,1924.3999579999997,3059.3173950000005,5735.53499
1890.7284379999999,1245.9432639999998,824.6411099999999,483.959348,351.282936,1007.3579849999999,1662.089271,2132.7285319999996,440.99467599999997,451.098687,898.106917,1639.761199
8814.376818,5343.232639,3542.4369149999998,2386.5430029999998,2458.8030719999997,7484.635245,10954.204518,16680.699698999997,3739.020881,2468.43518,4027.845045,7695.486745
3466.2207049999997,2142.274234,1398.541245,851.6495850000001,752.3633769999999,2207.912922,3538.4789389999996,4600.070159,1047.728681,849.5549599999999,1605.5683350000002,3025.059185
363.957708,251.67249099999998,190.430197,122.56137899999999,85.109063,128.375617,209.64703999999998,267.86696800000004,58.768564,108.62836499999999,196.308753,323.781058
2740.5716799999996,1797.580638,1194.370969,729.0885900000001,550.5573619999999,1467.653513,2568.366704,3305.1207449999997,730.1096449999999,678.643343,1276.138419,2344.034759
1278.801996,831.082788,572.707204,357.028415,243.82150000000001,680.259493,1181.288514,1548.010141,319.976329,344.294869,604.644115,1100.092552
459.78310700000003,302.855638,211.22944099999995,129.197095,96.947699,206.97587000000001,330.917666,471.011188,103.835361,117.76827699999998,230.45832099999998,406.43982099999994
3535.9292729999997,2220.498619,1443.231101,859.6007790000001,693.824319,2049.128785,3377.866397,4384.077179,943.326386,848.126534,1628.352863,3028.639144
389.57654,257.483218,179.603227,109.093288,67.818888,166.90858900000003,292.61590299999995,385.22700399999997,67.54643800000001,100.874335,190.953995,335.49115599999993
3732.7782229999993,2369.5507,1580.8514910000001,978.879958,811.734254,2331.5324739999996,3917.017083,5147.881050999999,1102.178118,1002.006888,1719.146062,3147.220359
451.230718,298.437439,207.80432099999996,129.78248,100.791287,241.108909,362.921091,537.296547,116.73929800000002,120.619257,224.31074700000002,396.611853
4527.113826999999,3040.393513,2031.363385,1193.7862989999999,883.519943,2515.8168729999998,4159.509798,5334.277861,1016.56459,1137.765546,2155.638089,3820.6093819999996
964.5314089999999,632.356808,435.792735,268.89747400000005,199.163115,532.353001,875.3418269999999,1140.748643,253.047945,255.93585399999998,466.36783099999997,838.4750559999999
4630.54883,3049.8698459999996,2158.1743639999995,1369.781557,973.977835,2747.703759,4741.715560000001,6224.639143,1118.9850150000002,1357.586998,2181.684987,3915.4288420000003
1068.673642,719.597716,500.22211,313.52898,186.242308,482.60664199999997,817.232171,1045.3208049999998,188.222061,268.91380300000003,516.7899349999999,925.717421
3845.962347,2476.300139,1801.52225,1248.720655,944.640098,2645.634687,4609.001074,6239.509467,1330.6700770000002,1372.0306309999999,1808.042353,3283.222394
7226.443362999999,4630.6979679999995,3225.3119340000003,2162.209519,1758.565997,5166.942047,8651.494488,11640.391587,2743.6428570000003,2326.202764,3404.690152,6259.82025
1333.0149809999998,863.71369,595.950615,377.063453,259.203804,716.0471749999999,1203.9968139999999,1590.130617,341.010674,356.802676,634.039026,1154.5987340000001
4781.048665,3112.0603730000003,2220.371558,1480.2253219999998,1017.047443,2901.358057,5127.725913,6827.021575000001,1393.976713,1540.4955499999999,2266.51746,4110.859983
1533.1107569999997,1011.20211,694.2532550000001,418.57881899999995,275.05246,732.7828259999999,1280.315864,1651.394942,293.83284499999996,388.38590200000004,735.97938,1324.3725060000002
6287.561127,4022.0984819999994,2821.511407,1946.639253,1724.918108,4761.825424,8040.861383,10903.006562,2830.56017,2135.3614279999997,2950.525285,5450.226571
1399.24211,903.969178,618.576453,389.265433,295.28528100000005,830.496181,1363.207401,1806.408581,419.542616,382.366242,667.716515,1218.030854
7833.546664999999,5127.526145,3294.733088,1906.6308740000002,1507.566596,4474.458141,7560.953028,9661.392432999999,2039.3868889999999,1841.3299459999998,3659.5083190000005,6750.365941
1876.979227,1194.654812,817.766988,524.446097,440.862269,1260.8732029999999,2024.177772,2692.480955,633.566644,530.36637,898.7602099999999,1649.868433
9728.46824,6072.536961999999,3939.4697749999996,2361.8267699999997,2060.709643,6364.130886,10438.314855,13588.418965,2927.021128,2409.158435,4496.693909,8458.83525
1772.435094,1148.716218,765.4853039999999,462.407432,345.21623000000005,997.3175409999999,1644.131346,2127.956517,458.16125199999993,437.578538,830.98348,1535.098958
9375.831444000001,5686.0396519999995,3760.773552,2520.1697249999997,2618.184751,7853.121315000001,11268.614486,18058.207433999996,3899.4048040000002,2551.053733,4285.738437999999,8214.996236
1303.3029249999997,837.13565,582.046137,385.08624399999997,329.097679,903.911714,1398.075618,2145.699997,487.276024,389.620695,623.216134,1137.478665
3428.6473849999998,2102.1784669999997,1374.209627,853.5516520000001,789.3172079999999,2272.567328,3597.6095539999997,4746.992254,1134.190002,853.3536019999999,1581.1561850000003,2992.3524880000004
322.0158186158,213.07138700000002,150.89414899999997,92.54964799999999,62.393491999999995,128.430332,213.46667499999998,274.561628,53.055438,83.00467199999999,162.891635,283.950831
3007.8868089999996,1978.563633,1304.337303,786.4503650000001,577.502765,1601.482746,2749.462078,3506.9696589999994,786.969668,720.7204879999999,1407.525811,2592.833455
455.626459,299.17453099999994,207.542322,126.834551,99.271081,212.68784000000002,330.59058999999996,480.308333,110.37706400000002,115.61845,227.437194,402.21498799999995
3477.0760019999993,2190.8135979999997,1414.249215,845.302322,716.101201,2077.766619,3380.8198439999996,4378.02369,992.1484099999999,835.060311,1599.317232,2977.5461860000005
504.510531,335.813417,225.77621299999998,131.45652099999998,98.489321,226.72027500000004,359.812304,462.71099499999997,104.493919,120.42757599999999,250.830096,444.4295149999999
3795.919911,2442.035752,1651.221915,1017.8136939999999,778.306936,2277.362368,3925.072247,5151.229641999999,997.077484,1034.260274,1766.003527,3197.123796
946.2358869999999,635.785668,437.548439,266.882326,191.547966,480.50744199999997,791.8515719999999,1023.135425,237.59432600000002,245.266377,466.271056,820.7861669999999
4101.295708,2758.558476,1900.9796210000002,1153.171006,816.768394,2295.606303,3912.284706,5073.329132,930.610143,1102.562593,1942.4331519999998,3450.8714680000003
1186.344352,786.0609420000001,545.8671420000001,335.081522,251.592383,631.33059,990.0973419999999,1292.478964,271.625669,311.118248,581.763203,1038.8259460000002
6682.303085999999,4267.26393,2821.5105030000004,1773.829596,1515.37269,4359.696182000001,7397.141848,9646.539468,2238.059588,1814.1512349999998,3070.2248050000003,5722.964027
4202.7498479999995,2737.4398090000004,1968.673231,1295.650454,937.942051,2617.279484,4584.756384,6095.313472,1123.2570650000002,1336.495473,1975.6348800000003,3557.086161
1098.517235,722.841361,499.65824,308.98821000000004,194.988714,515.712437,877.6369429999999,1136.225892,196.209457,279.806372,528.641289,950.6485779999999
4651.412576,3072.5653570000004,2216.9854069999997,1501.3756720000001,982.985264,2541.0707540000003,4573.422017000001,6070.898480000001,1113.5365530000001,1442.363695,2203.704099,3968.1970760000004
1240.351528,798.1037,551.045349,351.908735,258.344,706.3881809999999,1185.5157149999998,1557.853918,368.781047,340.950757,586.687215,1072.689282
6367.517924000001,4114.366695,2937.3529420000004,1997.934348,1536.331523,4365.866892,7700.71034,10369.017938,2346.7266160000004,2192.1031049999997,2996.7847930000003,5465.387248
1470.6337979999998,962.9848340000001,660.538817,400.734777,267.580015,747.0124619999999,1289.4190219999998,1676.485311,317.430862,380.78652100000005,702.969484,1270.144871
6216.064039,3933.834162,2759.214913,1952.546147,1831.3258560000002,5037.891153,8325.039998,12885.323264999999,2984.221175,2192.850903,2913.439819,5383.2608359999995
1608.207704,1029.567505,701.232966,450.28403599999996,365.89030600000007,1039.177987,1707.188756,2272.5924929999996,546.647574,456.144677,758.774352,1394.481376
7522.866149999999,4851.116211,3138.554145,1868.093712,1535.227177,4558.654023,7666.5535469999995,9898.919994,2151.078037,1844.3081249999998,3483.9263690000002,6475.318125
2037.503355,1297.3547789999998,886.6598339999999,570.911408,514.436207,1455.810918,2143.6523660000003,3242.768068,694.953738,566.363663,978.599575,1796.8218789999999
1848.061075,1240.163979,810.316008,458.33033199999994,316.060772,896.2293759999999,1529.942626,1942.1179170000003,380.41799199999997,420.068603,887.970062,1596.899308
